# threads, bench_type, bench_mode, elapsed_ns, latency_ns, elapsed_clock_ns, clock_ns_per_iter
29, spinlock, cmpxchg_strong_pause, 82436858.000000, 82.4368580000, 1560867000.000000, 1560.867000
29, spinlock, cmpxchg_weak, 103959979.000000, 103.9599790000, 2355116000.000000, 2355.116000
29, spinlock, cmpxchg_weak_pause, 92924523.000000, 92.9245230000, 2137712000.000000, 2137.712000
29, spinlock, std::mutex, 87393325.000000, 87.3933250000, 2292373000.000000, 2292.373000
30, refcount, fetch_sub, 34148445.000000, 34.1484450000, 755364000.000000, 755.364000
30, refcount, cmpxchg_strong, 56665671.000000, 56.6656710000, 1332733000.000000, 1332.733000
30, refcount, cmpxchg_weak, 51894201.000000, 51.8942010000, 1258090000.000000, 1258.090000
30, refcount, std::shared_ptr, 38546656.000000, 38.5466560000, 836911000.000000, 836.911000
30, spinlock, fetch_or, 591463209.000000, 591.4632090000, 16207781000.000000, 16207.781000
30, spinlock, cmpxchg_strong, 101659210.000000, 101.6592100000, 2494192000.000000, 2494.192000
30, spinlock, cmpxchg_strong_pause, 98486834.000000, 98.4868340000, 2336506000.000000, 2336.506000
30, spinlock, cmpxchg_weak, 95601821.000000, 95.6018210000, 2251147000.000000, 2251.147000
30, spinlock, cmpxchg_weak_pause, 106245130.000000, 106.2451300000, 2578392000.000000, 2578.392000
30, spinlock, std::mutex, 82863902.000000, 82.8639020000, 2246544000.000000, 2246.544000
31, refcount, fetch_sub, 37965659.000000, 37.9656590000, 794331000.000000, 794.331000
31, refcount, cmpxchg_strong, 53282277.000000, 53.2822770000, 1162621000.000000, 1162.621000
31, refcount, cmpxchg_weak, 58743037.000000, 58.7430370000, 1275107000.000000, 1275.107000
31, refcount, std::shared_ptr, 29439682.000000, 29.4396820000, 652698000.000000, 652.698000
31, spinlock, fetch_or, 355774954.000000, 355.7749540000, 9883165000.000000, 9883.165000
31, spinlock, cmpxchg_strong, 82906774.000000, 82.9067740000, 1845380000.000000, 1845.380000
31, spinlock, cmpxchg_strong_pause, 103393587.000000, 103.3935870000, 2073816000.000000, 2073.816000
31, spinlock, cmpxchg_weak, 113292363.000000, 113.2923630000, 2883611000.000000, 2883.611000
31, spinlock, cmpxchg_weak_pause, 79160745.000000, 79.1607450000, 1710978000.000000, 1710.978000
31, spinlock, std::mutex, 73670550.000000, 73.6705500000, 2102591000.000000, 2102.591000
32, refcount, fetch_sub, 40536347.000000, 40.5363470000, 889733000.000000, 889.733000
32, refcount, cmpxchg_strong, 68666402.000000, 68.6664020000, 1511656000.000000, 1511.656000
32, refcount, cmpxchg_weak, 60094181.000000, 60.0941810000, 1387425000.000000, 1387.425000
32, refcount, std::shared_ptr, 42918899.000000, 42.9188990000, 936225000.000000, 936.225000
32, spinlock, fetch_or, 591582530.000000, 591.5825300000, 17496010000.000000, 17496.010000
32, spinlock, cmpxchg_strong, 107390633.000000, 107.3906330000, 2512431000.000000, 2512.431000
32, spinlock, cmpxchg_strong_pause, 102329494.000000, 102.3294940000, 2251161000.000000, 2251.161000
32, spinlock, cmpxchg_weak, 106262836.000000, 106.2628360000, 2431542000.000000, 2431.542000
32, spinlock, cmpxchg_weak_pause, 103150395.000000, 103.1503950000, 2526942000.000000, 2526.942000
32, spinlock, std::mutex, 81155892.000000, 81.1558920000, 2380207000.000000, 2380.207000
